1812_acc_x	1812_acc_y	1812_acc_z	1812_gyro_x	1812_gyro_y	1812_gyro_z	1812_mag_x	1812_mag_y	1812_mag_z	1813_acc_x	1813_acc_y	1813_acc_z	1813_gyro_x	1813_gyro_y	1813_gyro_z	1813_mag_x	1813_mag_y	1813_mag_z	1814_acc_x	1814_acc_y	1814_acc_z	1814_gyro_x	1814_gyro_y	1814_gyro_z	1814_mag_x	1814_mag_y	1814_mag_z
-1.423693	-0.173545	9.772311	-0.386465	0.691556	-0.288376	0.826261	-0.332394	-0.741864	1.032285	-0.726718	9.289563	-0.138893	-1.329202	-0.234726	-0.348227	0.180117	0.012008	9.06312	3.639017	1.1745	-0.146522	1.28617	-0.071395	-0.131695	-0.094489	0.399986
-1.024206	-0.232257	9.664543	-0.317397	0.779632	-0.103045	0.436243	0.330444	-1.136561	1.373639	-0.38429	9.472475	-0.107226	-1.230911	-0.353189	-0.162106	0.012008	-0.066043	9.055123	3.695073	0.775118	0.06873	1.259983	-0.191971	-0.47601	0.413114	-0.342735
-0.906279	0.058264	9.840972	-0.384867	0.502391	0.039969	0.453345	0.350226	-1.136667	0.983436	-0.383605	9.759869	-0.017893	-1.363421	-0.272223	-0.156102	0.012008	-0.042027	9.172832	4.043275	1.007316	-0.084954	1.202225	-0.558477	-0.471131	0.39086	-0.345953
-1.364019	-0.173321	9.889084	-0.417223	0.566824	-0.109412	0.486401	0.331255	-1.079087	0.864324	-0.898185	9.345608	0.111918	-1.243029	-0.300124	-0.144094	0.006004	-0.060039	9.113306	3.637326	0.833074	-0.14634	1.19603	-0.191644	-0.443972	0.405746	-0.327371
-1.133601	0.116809	9.952169	-0.385251	0.533989	-0.019843	0.453727	0.369738	-1.155932	1.02977	-0.61193	9.17136	0.093198	-1.092251	-0.19706	-0.156102	0.012008	-0.048031	9.177462	3.407204	1.175701	0.191643	1.318722	0.082593	-0.455089	0.403308	-0.36853
-1.134188	-0.463757	9.892957	-0.327324	0.503316	-0.144717	0.470446	0.370009	-1.136774	0.976234	-0.153826	9.405462	-0.187289	-1.045023	-0.276547	-0.144094	0	-0.066043	9.396327	3.925976	0.782927	0.313903	1.599718	-0.167946	-0.475584	0.399359	-0.321021
-1.136919	0.000305	9.778445	-0.175272	0.406587	-0.121745	0.442526	0.383349	-1.103555	0.749112	-0.897641	9.225435	0.064259	-0.90378	0.372351	-0.156102	0.018012	-0.060039	9.173059	3.927483	1.006791	0.406196	1.544084	-0.47201	-0.472885	0.413618	-0.372291
-0.968128	-0.058324	9.60829	-0.071926	0.617272	0.037248	0.468654	0.332111	-1.116405	1.603424	-0.900807	9.595735	0.192921	-0.781695	0.313697	-0.162106	0.006004	-0.060039	8.831183	3.464731	0.940838	0.344467	1.609612	-0.810297	-0.456889	0.393802	-0.33435
-1.415414	-0.46278	10.176316	-0.32726	0.440544	-0.055619	0.499394	0.355542	-1.151833	1.031539	-0.841201	9.230766	-0.061797	-0.761556	0.138824	-0.162106	0.012008	-0.066043	9.053883	3.752707	0.718289	0.52892	1.612791	-0.870549	-0.50317	0.398229	-0.361317
-1.315997	0.057676	9.428267	-0.205516	0.469745	-0.17955	0.457191	0.385872	-1.120717	1.036461	-0.669831	9.525463	-0.055362	-0.670483	0.175336	-0.168109	0.012008	-0.060039	8.998737	3.984932	0.832398	0.376088	1.241729	-0.77101	-0.443499	0.424254	-0.366174
-1.190711	-0.173349	9.950327	-0.391782	0.381094	-0.087086	0.455399	0.347974	-1.100347	0.971823	-0.497073	9.11107	0.376722	-0.585021	-0.020313	-0.150098	0.006004	-0.066043	9.344799	3.46397	1.008066	0.622703	0.995476	-0.488708	-0.460441	0.407053	-0.326508
-0.964643	-0.115948	9.781595	-0.175656	0.438185	-0.181556	0.455782	0.367486	-1.119612	1.2106	-0.384388	9.823216	-0.026605	-0.60142	0.0242	-0.144094	-0.006004	-0.066043	8.781339	3.292733	1.281476	0.377108	0.812166	-0.730458	-0.441746	0.401496	-0.339837
-1.138983	-0.232146	9.662257	-0.352958	0.532329	0.04044	0.445345	0.42012	-1.105764	0.753693	-0.611687	9.519928	-0.145767	-0.469356	-0.024805	-0.150098	0.012008	-0.078051	9.563676	3.403516	0.555571	0.161706	0.873081	-0.885954	-0.474257	0.390356	-0.316397
