1827_acc_x	1827_acc_y	1827_acc_z	1827_gyro_x	1827_gyro_y	1827_gyro_z	1827_mag_x	1827_mag_y	1827_mag_z	1828_acc_x	1828_acc_y	1828_acc_z	1828_gyro_x	1828_gyro_y	1828_gyro_z	1828_mag_x	1828_mag_y	1828_mag_z	1829_acc_x	1829_acc_y	1829_acc_z	1829_gyro_x	1829_gyro_y	1829_gyro_z	1829_mag_x	1829_mag_y	1829_mag_z
-0.1226	-0.5325	9.6144	-0.3214	0.1575	-0.1626	-0.1602	-0.7174	-0.4748	4.3455	2.0872	8.5258	-0.3776	-0.0419	-0.1043	-1.0538	0.5485	-0.972	9.9279	2.0538	-0.1788	-0.2526	0.6864	-0.1831	-0.9292	-0.2629	0.6286
0.1627	-0.1265	9.6783	-0.316	0.1868	-0.0096	-0.0492	0.4479	-0.7239	3.9347	2.2054	8.6332	-0.468	-0.0406	-0.0108	-0.2934	-0.8448	-1.5132	9.3523	1.9976	-0.3604	-0.4264	0.9254	0.1896	-0.9547	-0.2969	-0.3405
-0.1231	-0.0104	9.6159	-0.1904	0.1857	0.048	-0.0893	0.4856	-0.7281	4.406	1.912	8.5838	-0.257	0.0798	-0.199	-0.26	-0.845	-1.5386	9.9833	2.2836	-0.2338	-0.3987	0.7419	0.1581	-1.0075	-0.2965	-0.3595
-0.013	-0.8233	9.3874	-0.2525	0.2171	0.0195	-0.0113	0.4417	-0.6881	4.1103	2.2632	8.5793	-0.0734	-0.0124	-0.1691	-0.2475	-0.7828	-1.5538	9.465	2.2272	-0.4143	-0.243	0.9592	0.0629	-1.007	-0.2788	-0.3423
0.0502	-0.3583	9.7325	-0.2548	0.2801	-0.102	-0.0335	0.4899	-0.6405	4.2253	2.0871	8.4089	-0.3783	0.1115	-0.1363	-0.2419	-0.8659	-1.5505	9.1274	2.2875	-0.0785	-0.363	0.925	0.2497	-1.0254	-0.278	-0.378
0.2234	-0.5321	9.8495	-0.1892	0.1542	0.1088	-0.0322	0.4784	-0.6923	4.6976	1.8523	8.417	-0.4395	0.2039	-0.1364	-0.297	-0.8441	-1.5284	9.4083	2.3428	-0.3579	-0.4241	0.5834	0.4963	-1.0438	-0.2773	-0.4137
-0.2449	0.1626	9.2145	-0.468	0.062	0.1766	-0.0514	0.4772	-0.6742	4.1664	2.0873	8.4077	0.0546	0.2092	0.3222	-0.2636	-0.8444	-1.5538	9.3557	2.2288	-0.1315	-0.7686	0.5523	0.35	-0.9896	-0.2969	-0.3414
0.1706	-0.2413	10.0776	-0.5911	0.0934	0.1803	0.0068	0.4565	-0.6724	4.1083	2.2044	8.4644	-0.5268	0.2699	0.2036	-0.26	-0.845	-1.5386	9.1847	2.5754	-0.0193	-0.6211	0.3412	0.1622	-1.0249	-0.2965	-0.36
0.1617	-0.2427	9.6209	-0.5027	0.0634	0.0553	-0.0312	0.4627	-0.7082	4.4677	2.1461	8.7578	-0.4964	0.3314	0.2029	-0.2875	-0.8429	-1.5714	9.868	1.9381	-0.3512	-0.4322	0.4645	0.2198	-1.024	-0.2972	-0.3247
-0.3496	-0.126	9.6682	-0.7198	0.1266	0.0009	-0.0311	0.4648	-0.7262	4.1663	2.6133	8.4667	-0.4659	0.3006	0.2028	-0.3034	-0.8019	-1.5452	9.6947	1.7656	-0.469	-0.2478	0.6215	0.0625	-0.9891	-0.2972	-0.3238
