1757_acc_x	1757_acc_y	1757_acc_z	1757_gyro_x	1757_gyro_y	1757_gyro_z	1757_mag_x	1757_mag_y	1757_mag_z	1758_acc_x	1758_acc_y	1758_acc_z	1758_gyro_x	1758_gyro_y	1758_gyro_z	1758_mag_x	1758_mag_y	1758_mag_z	1759_acc_x	1759_acc_y	1759_acc_z	1759_gyro_x	1759_gyro_y	1759_gyro_z	1759_mag_x	1759_mag_y	1759_mag_z
-1.21998	-3.29861	8.672221	-10.944136	0.70882	0.779049	0.343442	0.425726	-0.743621	1.692454	0.381735	10.676117	17.75548	-17.577722	-1.907411	0.238054	-0.1655	-0.89025	9.122937	1.279966	-0.780493	6.440942	3.604721	-15.096928	-0.532449	-0.346178	-0.149846
-1.391536	-3.585693	8.667674	-11.496842	0.740453	0.474476	0.328164	0.467413	-0.753519	0.980154	0.49722	12.359684	14.987315	-23.558466	2.254349	0.236416	-0.32192	-0.837164	9.007261	1.68751	-0.601243	5.055247	3.937798	-15.246296	-0.504633	-0.345769	-0.149706
-1.215112	-3.87206	8.897221	-11.769627	0.855486	1.059819	0.342313	0.43244	-0.718885	1.875899	-0.181514	11.132386	-2.300761	-45.625523	18.175304	0.224105	-0.30453	-0.866591	9.426572	1.862276	-0.233357	4.097719	4.403301	-16.222938	-0.490655	-0.346392	-0.134108
-1.560824	-3.929736	8.776592	-11.277988	1.261113	0.72765	0.343027	0.474095	-0.78202	1.783305	0.044924	12.20631	2.730392	-43.6492	16.503396	0.210689	-0.276108	-0.839623	9.428482	1.514067	-0.174933	2.926455	4.7709	-16.678834	-0.462559	-0.330617	-0.119276
-1.557525	-3.87157	8.947393	-11.643313	1.283522	1.311753	0.328921	0.457171	-0.764179	1.854276	-0.010992	12.830507	-9.918361	-56.709471	19.230502	0.184807	-0.321148	-0.850411	9.609257	1.805031	0.069232	2.682323	5.26198	-16.924763	-0.477373	-0.394765	-0.131526
-1.211771	-3.871336	9.06778	-10.018021	1.288672	1.521833	0.357548	0.44265	-0.761462	0.891154	2.247203	16.435578	14.266051	-65.334894	6.123609	0.1579	-0.279624	-0.795471	9.429853	1.398163	-0.115521	1.788416	5.910306	-17.81082	-0.476818	-0.345361	-0.149565
-1.439385	-4.27302	9.11849	-7.96447	1.110392	1.819701	0.315543	0.464602	-0.791982	1.72359	0.779665	14.86657	37.667613	-92.917152	5.282559	0.184072	-0.293723	-0.809369	9.544739	1.80393	-0.231403	0.986652	6.683852	-18.942268	-0.491423	-0.393316	-0.162652
-1.663209	-3.754674	9.400473	-5.209268	0.694416	1.68234	0.343442	0.425726	-0.743621	2.555402	0.269794	13.355008	46.261008	-100.30575	-2.30603	0.210394	-0.27718	-0.825274	9.857832	1.632983	0.731868	0.09807	7.259969	-18.75845	-0.505051	-0.378154	-0.148031
-1.732628	-3.87217	8.773493	-3.491232	0.509695	2.410414	0.343427	0.443025	-0.761113	1.809361	0.32762	13.452619	58.78879	-108.458922	-2.65442	0.184512	-0.32222	-0.836061	10.021945	1.513459	0.015792	1.365678	6.699066	-17.324116	-0.49149	-0.411161	-0.130759
-1.444129	-3.871894	8.892767	-2.328322	0.301053	2.311673	0.37204	0.445804	-0.775887	2.253715	-0.06822	12.669003	66.173229	-115.681935	-5.155651	0.157825	-0.294945	-0.794468	10.020575	1.629364	-0.043621	3.279495	5.677222	-15.462079	-0.463185	-0.379194	-0.116765
-2.070753	-3.640949	9.052043	-1.132458	0.148454	2.704428	0.357191	0.421823	-0.729894	2.997746	-0.971146	12.400763	71.861237	-120.374944	-8.434611	0.144849	-0.29502	-0.794192	9.425201	1.978181	-0.292769	4.698252	4.284321	-13.382534	-0.491773	-0.407856	-0.19287
-1.098334	-3.929102	9.012913	-0.397588	0.216481	2.427411	0.370168	0.445462	-0.722999	3.390494	-0.690627	11.956345	76.829737	-123.530823	-13.579321	0.093159	-0.369778	-0.81677	9.790822	1.282684	0.250029	6.366932	3.538176	-11.643107	-0.491139	-0.396621	-0.100541
-1.435429	-3.582757	9.348798	-0.456198	0.521427	2.616541	0.35679	0.452893	-0.750802	3.657663	-0.635642	10.999564	83.533268	-123.809798	-18.909784	0.131277	-0.357448	-0.775552	10.152177	0.528121	0.552952	8.067759	3.596944	-10.824423	-0.491352	-0.394143	-0.147124
-1.156868	-3.699536	8.955911	-0.913738	0.669463	2.926938	0.343041	0.456796	-0.764529	3.400999	-1.368598	9.691401	82.626087	-122.947278	-25.899608	0.065882	-0.344647	-0.746477	9.795494	1.167521	0.489162	9.360879	3.63629	-11.226576	-0.491214	-0.377124	-0.163489
-1.339683	-3.816707	8.383557	-0.943033	0.728002	3.173312	0.370911	0.452519	-0.751151	1.701118	-2.493364	8.126125	69.510794	-115.957199	-36.444914	0.130611	-0.374912	-0.745849	10.03457	0.819019	0.611894	9.80961	2.360108	-11.894432	-0.477515	-0.393112	-0.162582
-1.325166	-3.871012	9.122406	-1.094582	0.972793	3.208394	0.330064	0.433157	-0.771424	-1.911666	-2.767704	8.672762	62.802998	-93.663766	-52.412106	0.066472	-0.342503	-0.775177	9.910921	1.340984	0.372291	9.795361	1.300499	-12.958918	-0.491143	-0.37795	-0.147961
-1.218452	-3.872784	8.726661	-1.643358	1.212247	3.551206	0.3144	0.488616	-0.784738	-5.152146	-2.818663	7.812061	55.241817	-74.079358	-54.905326	0.065581	-0.405929	-0.742463	10.204341	1.107511	0.25699	8.086292	1.008993	-14.937704	-0.504984	-0.360309	-0.179924
-1.327145	-4.216144	9.007252	-2.101609	1.612742	3.283028	0.342284	0.467039	-0.753868	-7.251203	-2.759496	6.522517	39.006083	-51.152987	-50.9299	0.066096	-0.419105	-0.770159	10.439575	0.990571	0.20099	6.502671	1.645393	-17.868657	-0.491631	-0.409509	-0.161815
-1.325332	-3.641246	9.123371	-2.068284	2.012049	3.320089	0.34267	0.453268	-0.750453	-8.979397	-3.375993	6.372449	17.001976	-26.879027	-39.578378	0.05275	-0.435573	-0.75453	10.264882	1.39825	0.37914	4.67801	1.990785	-19.361056	-0.477649	-0.428802	-0.098796
-1.097179	-3.986302	9.069524	-2.065425	2.191571	3.75234	0.341913	0.46351	-0.739792	-9.700483	-3.091849	7.659681	-3.116849	-1.682975	-20.725016	0.066021	-0.434426	-0.769155	9.958953	1.803232	-0.163793	2.914108	2.027663	-20.577165	-0.505118	-0.395999	-0.116139
