1757_acc_x	1757_acc_y	1757_acc_z	1757_gyro_x	1757_gyro_y	1757_gyro_z	1757_mag_x	1757_mag_y	1757_mag_z	1758_acc_x	1758_acc_y	1758_acc_z	1758_gyro_x	1758_gyro_y	1758_gyro_z	1758_mag_x	1758_mag_y	1758_mag_z	1759_acc_x	1759_acc_y	1759_acc_z	1759_gyro_x	1759_gyro_y	1759_gyro_z	1759_mag_x	1759_mag_y	1759_mag_z
-1.331455	1.757776	9.032348	4.584552	5.166653	-1.094612	0.405863	-0.157042	-1.101583	-0.230187	2.919453	9.788763	0.756522	3.856381	2.546314	0.408524	-0.037673	-0.959262	9.544273	0.583592	-0.416316	16.031331	-3.506928	-10.299835	-0.490226	-0.37002	0.00648
-1.267147	1.242208	9.372409	1.467985	4.780291	1.882862	0.599678	-0.007276	-1.158122	-0.642254	3.257859	9.384108	0.754612	3.703261	2.513961	0.53352	-0.475542	-0.80477	9.901111	0.350972	-0.290888	15.869376	-3.896311	-11.153078	-0.532114	-0.256953	-0.30931
-1.663598	1.415788	9.59275	-1.590949	7.22669	7.144833	0.598907	0.020266	-1.164953	-0.697078	3.08907	9.496036	1.273535	3.219094	2.540393	0.532484	-0.509398	-0.759714	9.778542	0.408329	-0.532469	16.326399	-4.101519	-11.856635	-0.517643	-0.244687	-0.232437
-1.609228	0.783166	9.42065	-12.574618	10.191381	14.952433	0.60005	-0.003748	-1.172198	-0.227662	2.863218	9.901994	1.546861	2.797145	1.95068	0.520249	-0.476689	-0.790145	9.301741	0.524573	-0.780406	17.183089	-4.520351	-12.468936	-0.503736	-0.244483	-0.232367
-1.595908	0.843502	10.103129	-27.510419	15.575817	27.287207	0.600407	0.01708	-1.203765	-0.530749	3.257501	9.216607	1.599994	2.094256	1.697108	0.558731	-0.508176	-0.774615	9.540547	0.292223	-0.657179	18.812008	-4.659536	-13.238164	-0.559509	-0.243647	-0.263704
-1.710701	-0.305487	10.039222	-28.140351	18.328463	41.744695	0.613756	0.044248	-1.210946	-0.924599	2.920605	9.604337	1.37621	1.450977	1.166452	0.519513	-0.449264	-0.749103	9.551551	0.294695	-0.058111	19.400687	-4.259147	-13.303325	-0.517576	-0.226842	-0.26433
-1.756531	-0.705124	10.604951	-33.555977	22.576788	60.561663	0.614899	0.020234	-1.218191	-0.640159	3.426945	9.497529	1.39693	0.653885	1.189371	0.558441	-0.449038	-0.74993	9.770954	-0.116333	-1.01395	28.66749	-0.061454	-10.820438	-0.517718	-0.22519	-0.295386
-1.586994	-0.70573	10.494585	-38.61445	26.575577	77.133719	0.599293	0.006495	-1.161538	-0.229409	3.144823	9.845592	1.360537	0.166679	0.598763	0.506017	-0.496372	-0.731466	9.666107	-0.577951	-0.359153	22.46036	-0.718554	-11.52827	-0.532114	-0.256953	-0.30931
-1.012596	-0.188689	10.621598	-40.703915	28.879704	95.292538	0.628677	-0.018268	-1.16948	-0.292803	3.032033	9.56109	1.999914	-0.589902	0.314301	0.559177	-0.476464	-0.790972	9.541222	0.001843	-0.658416	24.418168	0.781011	-10.931312	-0.518139	-0.238904	-0.341132
-1.239055	-0.647573	10.72892	-41.375962	32.67159	112.91782	0.572166	0.017829	-1.203067	-0.40584	3.201335	9.672094	0.944957	-0.999258	-0.091384	0.54524	-0.495075	-0.746643	9.483576	-0.113927	-0.600104	24.117033	1.759718	-11.026573	-0.545601	-0.243443	-0.263633
-1.196483	-0.363543	9.992149	-42.460221	35.030229	129.385317	0.642012	0.026199	-1.194153	0.050733	3.369322	9.511989	1.128606	-1.120372	0.030872	0.54561	-0.478682	-0.761997	9.667632	-0.287077	-0.238103	25.50198	4.288121	-9.546195	-0.504224	-0.276042	-0.246221
-0.687957	-0.25048	9.661535	-46.54749	37.026744	146.742529	0.683616	0.035318	-1.18454	-0.521078	3.257881	9.669723	1.42242	-2.340647	-0.350962	0.557625	-0.497143	-0.71822	9.783484	0.177014	-0.293831	25.911086	5.205381	-9.36869	-0.532044	-0.257779	-0.293782
0.237803	0.21056	10.192959	-50.063948	37.713731	163.278443	0.642012	0.026199	-1.194153	-0.758593	3.258027	9.32505	1.752545	-3.131423	-0.697668	0.532484	-0.509398	-0.759714	9.901786	0.060592	-0.292124	26.469009	6.040256	-10.047026	-0.517718	-0.22519	-0.295386
0.166856	0.667239	9.511539	-47.898927	38.800298	174.012782	0.669881	0.021922	-1.180775	-0.179205	3.200761	9.507011	2.053961	-3.710752	-0.610702	0.532333	-0.540039	-0.757706	10.134955	-0.114918	-0.468185	27.219622	6.674917	-9.044274	-0.517856	-0.242209	-0.279021
0.518793	1.358219	9.97594	-46.285617	36.96834	181.729107	0.641268	0.019142	-1.166001	0.212658	3.312241	9.005811	2.815433	-4.530738	-0.34079	0.558436	-0.509248	-0.760265	10.141692	-0.17151	-0.108991	27.475514	7.714	-8.866795	-0.518344	-0.273767	-0.292875
0.917098	1.702096	9.871476	-44.449055	33.135558	187.114451	0.655375	0.036067	-1.183842	-0.232043	3.257389	9.732408	1.176885	-4.672163	-0.651796	0.558216	-0.495	-0.746919	9.901631	-0.346187	-0.353762	25.063994	7.313659	-9.436805	-0.531693	-0.243239	-0.263563
0.908149	1.757607	9.416893	-28.801785	30.348186	187.269284	0.682087	0.073103	-1.180712	-0.123279	3.425928	9.45177	0.176735	-5.63253	-1.093742	0.54546	-0.509323	-0.759989	9.838348	-0.405117	-0.594737	21.957055	7.847104	-8.847448	-0.517994	-0.259227	-0.262656
0.749996	1.415977	10.094342	-18.943524	25.666256	184.10155	0.654217	0.07738	-1.194089	-0.293689	2.862994	9.504308	-1.381547	-6.810999	-2.093209	0.519953	-0.477761	-0.775795	10.187908	-0.34884	-0.827515	18.992073	7.659218	-9.447028	-0.518344	-0.273767	-0.292875
