1494_acc_x	1494_acc_y	1494_acc_z	1494_gyro_x	1494_gyro_y	1494_gyro_z	1494_mag_x	1494_mag_y	1494_mag_z	1497_acc_x	1497_acc_y	1497_acc_z	1497_gyro_x	1497_gyro_y	1497_gyro_z	1497_mag_x	1497_mag_y	1497_mag_z	1498_acc_x	1498_acc_y	1498_acc_z	1498_gyro_x	1498_gyro_y	1498_gyro_z	1498_mag_x	1498_mag_y	1498_mag_z
-1.1206	2.5456	9.5241	0.2258	0.3925	0.0242	-0.0973	-1.2064	-1.2475	2.2779	1.2142	9.5896	-0.2977	-0.2586	-0.0601	-0.4421	0.8247	-1.171	9.2873	2.3023	0.1245	-2.1456	-0.85	-0.5456	-0.7307	-0.4514	0.777
-0.9468	2.4889	9.5276	0.2239	0.0472	0.1668	0.5989	-0.0537	-1.6356	2.2757	1.2141	9.4743	-0.1457	-0.3827	-0.0924	-0.2567	-0.9761	-0.94	9.2336	1.8492	0.3572	-2.085	-0.6972	-0.5689	-0.7473	-0.3838	-0.97
-0.7805	2.5447	9.1927	0.3471	0.2663	0.0203	0.5773	-0.0071	-1.6355	1.8766	1.3308	9.4669	-0.3274	-0.2537	-0.1528	-0.2394	-1.0464	-0.9197	9.5804	2.2456	0.1305	-1.903	-0.5135	-0.7155	-0.7303	-0.4241	-0.9821
-1.5258	2.4327	9.5154	0.3159	0.1398	0.1085	0.5787	-0.0064	-1.5912	2.2214	1.5625	9.6466	-0.2678	-0.2913	-0.0297	-0.2561	-0.9521	-0.9391	9.8817	2.1885	0.545	-1.6266	-0.3948	-0.7112	-0.7095	-0.4367	-0.9169
-1.1241	2.3189	9.3543	0.3787	0.4669	0.3049	0.5618	-0.0275	-1.6145	1.7599	1.0407	9.2913	-0.1142	-0.2618	-0.0585	-0.2584	-1.0479	-0.9426	9.4116	2.4718	0.4769	-1.6567	-0.2734	-0.6116	-0.7295	-0.4284	-0.9606
-1.1196	2.8287	9.5811	0.0735	0.4245	0.0865	0.5593	-0.0054	-1.6363	1.8175	1.2728	9.3504	-0.2369	-0.2904	-0.0602	-0.2566	-0.9991	-0.9186	9.6906	2.0194	-0.2172	-1.3215	-0.3348	-0.8963	-0.6744	-0.4276	-0.9583
-1.4102	2.7722	9.5185	0.1653	0.4789	0.1812	0.5175	0.0886	-1.5918	2.0469	1.0984	9.4121	-0.1174	-0.335	0.1868	-0.2389	-0.9994	-0.9401	9.6532	2.0751	0.8323	-1.0782	-0.2735	-1.1119	-0.6917	-0.4097	-0.9419
-1.2366	2.8287	9.5222	-0.0478	0.5433	0.2444	0.5824	-0.0513	-1.592	1.928	1.4464	9.1797	-0.3012	-0.421	0.1214	-0.2208	-0.9527	-0.9821	9.993	2.3585	0.2554	-0.7385	-0.1582	-0.9533	-0.6722	-0.3912	-0.9239
-1.5269	2.2627	9.4586	0.166	0.6152	-0.0919	0.5791	-0.0296	-1.6359	1.8234	0.983	9.6384	-0.3932	-0.5379	0.0253	-0.2212	-0.9997	-0.9617	9.5335	2.4149	0.7128	-0.6459	0.1448	-0.8139	-0.71	-0.41	-0.9427
-1.177	2.1495	9.5786	0.2572	0.5565	0.4309	0.6176	-0.055	-1.6127	2.3892	1.504	9.4768	-0.3008	-0.4781	0.0275	-0.275	-0.9767	-0.9407	9.8827	2.8112	0.6028	-0.6733	0.1407	-0.535	-0.6363	-0.3864	-0.9438
-1.0121	2.5449	9.1878	0.4107	0.7425	0.3142	0.5964	-0.0316	-1.6573	2.1571	1.3881	9.2416	-0.4216	-0.3516	-0.0016	-0.2379	-0.9285	-0.9597	9.59	1.7922	0.5979	-0.4557	0.1954	-0.3168	-0.7101	-0.4816	-0.9083
-1.1302	2.4881	9.0724	0.318	0.5331	0.2452	0.6176	-0.055	-1.6127	1.8202	1.6211	9.5238	-0.3888	-0.3125	-0.1856	-0.2542	-0.9263	-0.8939	9.0551	2.5853	0.2362	-0.2144	0.2899	-0.6855	-0.6744	-0.4276	-0.9583
