1757_acc_x	1757_acc_y	1757_acc_z	1757_gyro_x	1757_gyro_y	1757_gyro_z	1757_mag_x	1757_mag_y	1757_mag_z	1758_acc_x	1758_acc_y	1758_acc_z	1758_gyro_x	1758_gyro_y	1758_gyro_z	1758_mag_x	1758_mag_y	1758_mag_z	1759_acc_x	1759_acc_y	1759_acc_z	1759_gyro_x	1759_gyro_y	1759_gyro_z	1759_mag_x	1759_mag_y	1759_mag_z
0.005031	0.784418	10.020359	-0.347136	0.279485	-0.393143	0.401848	-0.28235	-0.859289	-0.164923	0.159245	9.900927	-0.059541	0.154083	-0.234864	-0.028311	-0.099676	-1.174465	10.134651	2.383588	-0.15802	-1.846197	0.339159	2.062986	-0.562147	-0.473647	-0.189873
-0.289036	0.782936	9.61682	-0.43919	0.185469	-0.271734	0.372752	0.168599	-0.904697	0.009545	0.497	10.018117	0.190067	0.341812	-0.325281	0.250503	-0.272668	-0.8835	9.668719	2.560379	0.19336	-0.674575	0.467622	1.874749	-0.575425	-0.443945	-0.145034
-0.111622	0.669135	9.903943	-0.101744	0.217427	-0.241518	0.388816	0.082069	-0.870476	-0.334747	0.554024	10.067551	0.095593	0.216769	-0.141632	0.27719	-0.299943	-0.925093	9.663467	1.978136	-0.168554	0.251745	0.809956	1.625254	-0.548105	-0.437753	-0.253588
-0.514796	0.898709	9.783408	-0.286136	0.061519	-0.120849	0.374667	0.117043	-0.90511	-0.281478	0.272074	9.841964	0.09645	0.278501	-0.202673	0.238042	-0.285919	-0.91092	9.968451	1.979686	0.376111	1.331857	0.99832	1.528753	-0.533635	-0.425487	-0.176716
-0.404658	0.782778	9.55774	-0.255291	0.092394	-0.120436	0.35976	0.162259	-0.929084	-0.043963	0.271928	10.186638	0.251467	0.340583	-0.016963	0.27719	-0.299943	-0.925093	9.550126	2.328098	0.130263	1.854711	0.940602	1.374319	-0.575705	-0.459311	-0.159725
-0.741338	0.554708	9.891212	-0.011865	-0.276982	0.0262	0.386487	0.181995	-0.908463	-0.212817	0.159732	10.352835	0.188744	0.277665	0.105673	0.290612	-0.268155	-0.941726	9.907525	2.328029	0.316587	2.382061	1.495308	1.15582	-0.561521	-0.425069	-0.192384
-0.39703	1.014233	9.956677	-0.165292	-0.402364	0.177944	0.374667	0.117043	-0.90511	0.119386	0.102233	9.737005	0.189056	0.307927	0.167631	0.303588	-0.26808	-0.942002	9.84119	1.68735	-0.166489	2.595891	1.561992	0.69628	-0.533635	-0.425487	-0.176716
-0.230792	0.955461	9.67551	0.049157	-0.338508	0.055692	0.373152	0.137528	-0.88379	-0.500752	0.216602	10.346838	0.189875	0.369458	0.137415	0.27675	-0.271446	-0.898401	9.423966	2.03601	-0.352429	2.502291	1.656897	0.359973	-0.575638	-0.441466	-0.191618
-0.050986	0.612376	10.075375	-0.441529	-0.371181	0.025906	0.38763	0.157981	-0.915707	-0.100428	0.328413	10.242116	0.129451	0.490327	0.292709	0.27697	-0.285694	-0.911747	9.424256	2.384713	-0.291039	2.529853	1.476937	0.02454	-0.534052	-0.457872	-0.175042
-0.224852	0.439693	9.957604	-0.349344	-0.371448	0.086972	0.361303	0.107175	-0.915421	-0.035609	0.32859	10.583162	-0.115479	0.670576	0.386789	0.251609	-0.2837	-0.939895	9.773971	2.84777	-0.462179	2.248871	1.482558	-0.616288	-0.562076	-0.474473	-0.174345
-0.452057	1.014757	10.069269	-0.316316	-0.19039	0.396498	0.373138	0.154827	-0.901282	-0.274656	0.497681	10.181992	-0.116377	0.579991	0.17009	0.263624	-0.302162	-0.896118	9.888817	2.323827	-0.701831	1.659028	1.270737	-1.041018	-0.547684	-0.424039	-0.207842
-0.220854	1.072515	10.187671	-0.287142	-0.248581	0.119458	0.345683	0.110735	-0.87626	-0.449662	0.441579	10.065038	-0.421343	0.883122	0.111203	0.250648	-0.302237	-0.895842	10.134786	2.325512	-0.158267	1.194689	0.993136	-0.976886	-0.561379	-0.426722	-0.161329
-0.286975	1.013185	9.731491	-0.286902	-0.249277	0.180782	0.372009	0.161542	-0.876546	-0.14612	0.441656	10.807398	-0.392126	0.731599	-0.106077	0.289356	-0.287763	-0.883323	9.541883	2.558671	-0.288096	0.571194	0.445034	-1.430451	-0.547889	-0.458903	-0.159584
-0.168918	0.726618	9.903071	-0.225562	-0.280418	0.241435	0.344168	0.131221	-0.85494	-0.335632	0.384985	10.010769	-0.515392	0.731641	-0.3528	0.250352	-0.303308	-0.881493	9.67092	2.560874	0.313174	-0.113362	-0.197578	-1.638843	-0.60345	-0.460546	-0.144337
-0.2838	1.243675	9.903016	-0.408817	-0.220508	0.304272	0.374667	0.117043	-0.90511	-0.217091	0.497573	10.183201	-0.204617	0.888281	-0.258508	0.277045	-0.270374	-0.912751	9.724704	2.44335	0.014245	-0.702976	-0.65821	-1.665072	-0.547542	-0.425692	-0.176786
-0.054575	0.956301	9.906263	-0.499495	-0.0994	0.429172	0.401007	0.15055	-0.887904	0.237042	0.045782	9.852655	-0.237812	0.704101	-0.291195	0.275563	-0.335943	-0.851337	9.663602	1.92006	-0.168801	-0.988841	-1.357403	-2.180261	-0.561939	-0.457454	-0.19071
-0.170114	0.84126	9.8467	-0.560759	-0.03718	0.338356	0.360532	0.134717	-0.922253	-0.094945	-0.00938	10.46839	0.105141	0.925079	-0.597002	0.263624	-0.302162	-0.896118	9.431959	2.386444	0.12831	-0.898892	-1.786895	-2.025725	-0.561801	-0.440436	-0.207075
-0.283634	1.013909	9.902051	-0.468508	0.087568	0.217447	0.388016	0.14421	-0.912291	-0.39078	0.385188	10.122839	-0.113222	0.768206	-0.475425	0.303148	-0.239583	-0.91531	9.792659	2.387117	0.494354	-0.841297	-2.089412	-2.330113	-0.561663	-0.423417	-0.22344
-0.229637	0.89826	9.732122	-0.315617	-0.004608	0.276844	0.344897	0.155577	-0.900583	0.01237	-0.347911	10.074046	0.194978	0.710998	-0.506574	0.264289	-0.284697	-0.925821	9.19657	2.096604	0.122672	-0.38105	-2.393954	-2.299764	-0.533985	-0.440027	-0.206935
-0.621386	0.728156	10.178428	-0.467001	0.208409	0.403413	0.357517	0.158388	-0.86212	-0.09339	0.441359	10.582048	0.070818	0.677759	-0.352864	0.289576	-0.302011	-0.89667	9.902853	2.443193	0.077453	0.422887	-2.209113	-2.150746	-0.520002	-0.459321	-0.143916
-0.454859	0.267293	9.895573	-0.466618	0.363807	0.252599	0.386901	0.133625	-0.870063	-0.053742	0.327879	9.733568	0.161473	0.525208	-0.292652	0.250723	-0.286916	-0.896846	9.435915	1.63195	0.244909	0.920893	-1.657365	-2.094058	-0.548031	-0.45725	-0.19064
-0.055854	1.185826	9.850375	-0.314054	0.335181	0.129023	0.358674	0.117075	-0.851873	-0.100428	0.328413	10.242116	-0.086539	0.431688	-0.540406	0.302771	-0.316185	-0.910291	9.196165	2.270832	0.123413	1.387312	-1.414771	-1.730156	-0.561801	-0.440436	-0.207075
-0.287016	1.070626	9.731733	0.14689	0.490291	0.191552	0.40215	0.126536	-0.895148	0.012717	0.102781	10.131065	0.066997	0.371513	-0.417569	0.277491	-0.238661	-0.929108	9.43333	2.270539	0.187722	2.04101	-0.648026	-1.70562	-0.519868	-0.423631	-0.207702
-0.284748	1.013667	9.845197	0.085004	0.397809	0.190228	0.389559	0.089126	-0.898628	-0.045711	0.553533	10.130235	0.098554	0.432631	-0.324451	0.277045	-0.270374	-0.912751	9.434275	1.864007	0.185991	2.630644	-0.249518	-1.587408	-0.561797	-0.459107	-0.159655
