1757_acc_x	1757_acc_y	1757_acc_z	1757_gyro_x	1757_gyro_y	1757_gyro_z	1757_mag_x	1757_mag_y	1757_mag_z	1758_acc_x	1758_acc_y	1758_acc_z	1758_gyro_x	1758_gyro_y	1758_gyro_z	1758_mag_x	1758_mag_y	1758_mag_z	1759_acc_x	1759_acc_y	1759_acc_z	1759_gyro_x	1759_gyro_y	1759_gyro_z	1759_mag_x	1759_mag_y	1759_mag_z
-3.615899	1.530874	9.271109	-0.346209	0.214197	-0.056859	0.527104	-0.337961	-0.757068	3.100637	1.391851	9.347843	-0.178126	0.579408	0.139207	0.144813	0.111129	-0.720842	9.242262	-0.507917	2.268194	0.337523	0.854118	0.341082	-0.378966	-0.349716	-0.040379
-3.677773	1.759716	9.043548	-0.500519	0.122676	-0.180574	0.656006	0.047068	-0.817391	3.220927	1.222834	9.576677	-0.086613	0.48859	0.138377	0.184448	-0.21712	-0.814387	9.768195	-0.161665	2.039954	0.39741	0.671432	0.280611	-0.408006	-0.242722	-0.541595
-3.623611	1.414302	8.872655	-0.439823	0.124701	-0.334055	0.657906	0.012812	-0.835296	3.214667	1.335258	9.293573	-0.086536	0.488992	0.076725	0.144559	-0.235882	-0.769507	9.416569	-0.276512	2.152671	0.305137	0.763814	0.188815	-0.393889	-0.226325	-0.542362
-3.852628	1.414468	8.868201	-0.255628	0.249877	-0.455223	0.644172	-0.000585	-0.83153	3.158765	1.729774	9.405976	-0.025488	0.428648	0.045346	0.158276	-0.203022	-0.800489	9.358093	-0.508681	2.150582	0.274906	0.669413	0.433879	-0.337423	-0.160739	-0.545429
-3.510713	2.103276	8.820924	-0.195271	0.065077	-0.397064	0.671298	-0.011919	-0.790001	3.216438	1.673336	9.407137	-0.087042	0.457724	0.168898	0.170216	-0.236803	-0.755709	9.591282	-0.219336	2.036406	0.363802	0.490306	0.037094	-0.36538	-0.159495	-0.576626
-3.153451	1.588949	9.507671	-0.223693	0.183689	-0.027039	0.658278	0.01634	-0.849371	3.273441	1.335198	9.351422	0.130035	0.521998	0.138884	0.15739	-0.206238	-0.75744	9.535277	-0.567162	2.153636	0.300673	0.368672	-0.053786	-0.366077	-0.207246	-0.589642
-3.674101	1.300908	9.212177	-0.193285	0.184528	-0.088449	0.658292	-0.000959	-0.83188	2.878168	1.110915	9.682607	0.037352	0.49217	-0.169768	0.184373	-0.232441	-0.813383	9.474755	-0.393047	2.09337	-0.038642	0.305642	0.008869	-0.337285	-0.14372	-0.561794
-3.676328	1.300425	9.098471	-0.622992	0.121756	-0.149568	0.657892	0.030111	-0.852787	3.101415	1.617221	9.404672	0.007121	0.552504	-0.076708	0.171177	-0.218267	-0.799762	9.297436	-0.276489	2.090563	-0.165397	0.06332	-0.264581	-0.365518	-0.176513	-0.560261
-3.738943	1.012053	8.811886	-0.591427	0.150545	0.034817	0.671641	0.026208	-0.839061	3.275751	1.391623	9.464748	0.255872	0.6785	-0.106083	0.170592	-0.160201	-0.760727	9.360314	-0.043331	2.33228	-0.197134	0.033881	-0.386576	-0.36538	-0.159495	-0.576626
-3.563099	1.529867	9.04481	-0.65327	0.026636	0.094317	0.614416	0.02065	-0.809512	3.32671	1.053248	9.125835	0.225252	0.736821	0.295237	0.171032	-0.188698	-0.787419	9.353016	-0.21929	1.91219	-0.506006	0.220091	-0.753099	-0.365522	-0.157842	-0.607681
