1827_acc_x	1827_acc_y	1827_acc_z	1827_gyro_x	1827_gyro_y	1827_gyro_z	1827_mag_x	1827_mag_y	1827_mag_z	1828_acc_x	1828_acc_y	1828_acc_z	1828_gyro_x	1828_gyro_y	1828_gyro_z	1828_mag_x	1828_mag_y	1828_mag_z	1829_acc_x	1829_acc_y	1829_acc_z	1829_gyro_x	1829_gyro_y	1829_gyro_z	1829_mag_x	1829_mag_y	1829_mag_z
-0.6837	0.3396	10.0625	-0.1621	0.0308	0.0761	-0.5586	-0.0524	-2.059	1.8264	-0.1839	9.0449	-0.2845	0.1753	0.0476	-0.4616	0.9341	-2.458	9.2961	2.2862	-0.2463	-1.0475	0.4031	-2.2249	-1.0869	-0.1358	0.6042
-0.572	0.2231	9.9502	-0.1931	0.0309	0.077	0.1181	0.8478	-0.6147	1.6639	-0.6488	9.7287	-0.2231	0.1756	0.078	0.31	-0.3659	-1.5882	9.3475	2.7456	-0.4712	-1.0064	0.6139	-1.9183	-0.9887	-0.2615	-0.3069
-0.353	-0.0105	9.4973	-0.2804	0.1851	0.1422	0.1174	0.87	-0.6528	1.9551	-0.5331	9.5625	-0.3141	0.0838	0.1104	0.1861	-0.3813	-1.6174	9.3509	2.6887	-0.3005	-0.5638	0.7044	-1.5896	-0.99	-0.3146	-0.3587
-0.3511	0.3379	9.6125	-0.2202	0.1543	0.1096	0.082	0.8183	-0.6462	1.7232	-0.2981	9.7883	-0.3464	0.2053	-0.0138	0.2398	-0.3823	-1.6403	9.4698	2.6317	-0.0708	-0.4923	0.5751	-1.0998	-1.0429	-0.2238	-0.3796
-1.0885	-0.0091	9.7111	-0.2832	0.1861	0.0506	0.1755	0.8471	-0.633	1.9569	-0.3575	9.6778	-0.2837	0.1761	0.1094	0.2644	-0.3429	-1.6091	9.2428	2.9211	0.0971	-0.2672	0.9122	-0.9505	-1.0768	-0.2787	-0.3441
-0.3997	-0.183	10.0095	-0.1929	0.2799	-0.1037	0.0991	0.8509	-0.6326	2.0701	-0.2416	9.4508	-0.5581	0.2384	0.1424	0.2283	-0.3011	-1.5854	9.9285	2.7454	-0.005	-0.2968	0.7563	-0.7965	-1.0424	-0.2422	-0.3616
-0.6354	-0.0099	9.6059	-0.4051	0.1859	0.1151	0.079	0.8676	-0.6166	2.0163	-0.5329	9.6783	-0.4051	0.0536	0.1423	0.1536	-0.3577	-1.6662	9.2892	2.4575	-0.5874	-0.2372	0.6962	-0.8593	-1.0254	-0.278	-0.378
-0.5763	0.0484	9.7213	-0.3794	0.1253	-0.0085	0.1364	0.8669	-0.6349	1.7212	-0.883	9.6143	-0.344	-0.008	0.1422	0.2239	-0.3413	-1.6141	9.4677	2.6312	-0.1848	-0.1928	0.936	-0.4298	-1.024	-0.2611	-0.3255
-0.6374	-0.1842	9.4912	-0.3732	0.1855	0.1448	0.1011	0.8173	-0.6463	1.8947	-0.8839	9.4455	-0.4362	0.1148	0.1113	0.1783	-0.3183	-1.635	9.5274	3.0925	0.046	-0.0965	0.7797	-0.1863	-1.008	-0.2781	-0.3775
-0.7969	-0.2404	10.0586	-0.346	0.1866	0.0218	0.1402	0.7975	-0.6443	1.7179	-0.4159	9.501	-0.4371	0.1755	0.0491	0.1833	-0.3397	-1.619	9.4173	2.7482	0.2134	-0.0327	0.81	-0.1261	-1.0599	-0.2603	-0.3617
-0.2916	-0.0679	9.7266	-0.1911	0.1548	0.0477	0.0989	0.8467	-0.5966	1.4829	-0.2983	9.5543	-0.4957	0.178	0.2349	0.1992	-0.3807	-1.6452	9.2409	2.5749	-0.0752	-0.1164	0.8036	0.275	-1.0075	-0.2784	-0.3599
-0.692	-0.3579	9.6037	-0.3426	0.0921	0.204	0.1201	0.8142	-0.6284	1.7732	-0.2997	9.3303	-0.2529	0.238	0.1395	0.2114	-0.4035	-1.5989	9.4152	2.4596	0.0413	0.1249	0.8094	-0.0066	-1.0061	-0.2615	-0.3074
-0.8019	0.223	9.8316	-0.1963	0.0943	-0.075	0.1008	0.8109	-0.5923	1.4303	-0.6479	9.839	-0.2835	0.238	0.1398	0.1825	-0.3806	-1.6325	9.6984	2.1698	-0.1825	-0.2153	0.9305	-0.0606	-1.0594	-0.2787	-0.3436
-0.4029	-0.3575	9.8377	-0.228	0.0635	-0.0745	0.1371	0.8447	-0.5968	2.0773	-0.4742	9.7944	-0.283	0.2077	0.1709	0.2448	-0.4038	-1.6243	9.581	2.9762	-0.1813	-0.0655	0.7799	-0.1869	-1.0071	-0.2607	-0.3426
-0.6311	0.2228	9.8349	-0.1264	0.1536	0.1376	0.1001	0.8331	-0.6304	2.1292	-0.3002	9.4518	-0.2507	0.1169	0.2949	0.2022	-0.3197	-1.6174	9.1793	2.6318	-0.3039	-0.2209	0.6862	-0.153	-1.0254	-0.278	-0.378
-1.0872	-0.125	9.7679	-0.1312	0.0307	0.0753	0.1175	0.8721	-0.6708	1.599	-0.4742	9.4412	-0.2535	0.1141	0.0787	0.2116	-0.301	-1.5727	9.638	2.7455	-0.2381	-0.1524	0.4968	0.2446	-1.025	-0.2423	-0.3611
