1812_acc_x	1812_acc_y	1812_acc_z	1812_gyro_x	1812_gyro_y	1812_gyro_z	1812_mag_x	1812_mag_y	1812_mag_z	1813_acc_x	1813_acc_y	1813_acc_z	1813_gyro_x	1813_gyro_y	1813_gyro_z	1813_mag_x	1813_mag_y	1813_mag_z	1814_acc_x	1814_acc_y	1814_acc_z	1814_gyro_x	1814_gyro_y	1814_gyro_z	1814_mag_x	1814_mag_y	1814_mag_z
-4.269931	1.413549	16.770051	39.638699	180.280352	4.973918	-1.123823	-0.895521	0.330571	0.77704	5.061616	8.625962	-83.724339	-7.272726	-8.980778	0.10807	0.168109	-0.534348	12.321367	4.735981	1.985889	29.414261	9.581779	4.513416	-0.628769	0.47217	0.060949
-3.349601	1.587066	16.904387	48.711715	197.760757	8.89874	0.528209	-1.344964	-1.236785	0.229769	1.21901	12.04282	-46.274339	1.259259	11.744399	0.216141	0.834543	-0.714465	11.21998	3.748909	0.875271	38.372016	18.178675	0.44735	-0.660488	0.144486	0.96168
-2.944035	2.341791	17.145464	52.515523	219.165375	10.940132	0.513161	-1.366999	-1.200358	2.119004	1.158968	10.309863	6.116309	-0.893686	4.695784	0.222145	0.834543	-0.702457	10.405323	3.456814	-0.055286	45.607388	27.889893	4.481687	-0.661814	0.153489	0.957057
-3.962694	1.705999	17.81713	57.63133	245.585701	13.186806	0.570629	-1.31441	-1.091718	0.479122	2.543733	7.385992	-15.472517	-5.062296	-6.09773	0.222145	0.828539	-0.702457	9.895324	2.763344	-0.011484	43.162959	34.132891	2.886274	-0.642692	0.134176	0.965441
-3.255747	1.707568	18.755883	72.669971	268.892208	16.689569	0.567045	-1.390205	-1.050979	0.900028	2.081967	8.692414	-39.221401	-1.935155	-0.985137	0.222145	0.822535	-0.702457	9.383722	3.45965	0.095718	35.215474	39.25695	-4.309859	-0.692053	0.170364	0.907513
-5.244958	1.769933	19.698869	92.477938	293.73258	18.186075	0.668124	-1.34956	-0.97456	0.974892	1.392765	9.579722	-27.95644	-2.196896	-0.360754	0.222145	0.846551	-0.702457	9.82225	4.091921	-0.691671	28.076549	40.784618	-10.011464	-0.658688	0.153993	0.927501
-6.459254	1.769984	19.212348	109.937472	304.027377	20.027577	0.638412	-1.374117	-0.920971	0.978898	1.506944	9.815519	-31.857108	-1.830488	-1.215274	0.222145	0.840547	-0.720469	8.633415	4.559321	-0.313574	23.720386	36.067406	-13.687584	-0.639094	0.153189	0.897082
-10.240183	1.948623	19.48422	117.202935	308.861688	19.625564	0.667884	-1.468884	-0.822652	0.5689	1.223096	8.982418	-37.042766	-1.423103	-0.073479	0.228148	0.864563	-0.702457	8.220853	4.209321	-1.065233	18.839071	32.738183	-14.309506	-0.676484	0.164303	0.92374
-9.769831	1.187838	17.122284	120.815171	311.26708	23.825475	0.62248	-1.494839	-0.770061	0.809041	0.877441	9.695376	-47.247329	0.071606	-0.750025	0.222145	0.858559	-0.708461	8.339028	3.746711	-0.893807	10.36021	29.810513	-11.962599	-0.632002	0.150369	0.984887
-7.462302	0.831711	14.855717	111.675033	299.660094	27.539237	0.658999	-1.497677	-0.677265	1.148563	1.105487	9.76049	-41.540555	-0.013461	-0.190378	0.216141	0.858559	-0.684445	8.316287	3.27802	-2.094845	0.229537	23.884349	-5.058927	-0.625704	0.183642	0.865258
-6.782986	-0.15694	14.346724	120.423175	278.466806	35.202377	0.658617	-1.517189	-0.658	0.81213	0.934429	9.872275	-30.934777	-0.31424	1.104435	0.198129	0.876571	-0.690449	7.525622	2.817756	-1.827255	-11.314512	17.515721	-0.507825	-0.675157	0.155301	0.928364
-3.523011	-0.451723	13.833028	129.905592	249.570208	43.876832	0.650497	-1.506957	-0.551142	0.981689	0.933918	9.875535	-28.851732	-0.623167	-2.328761	0.198129	0.882574	-0.702457	7.473639	2.587335	-1.601064	-24.468581	15.568944	-2.123821	-0.711221	0.157413	0.959645
8.672673	-5.357298	6.608925	126.345382	214.857834	57.42142	0.665424	-1.544585	-0.511615	0.810426	1.507353	9.871259	-22.062264	-1.330497	-2.620974	0.204133	0.888578	-0.690449	8.044414	3.049895	-1.473514	-30.356727	9.055791	-5.85819	-0.65291	0.136492	0.907192
