1757_acc_x	1757_acc_y	1757_acc_z	1757_gyro_x	1757_gyro_y	1757_gyro_z	1757_mag_x	1757_mag_y	1757_mag_z	1758_acc_x	1758_acc_y	1758_acc_z	1758_gyro_x	1758_gyro_y	1758_gyro_z	1758_mag_x	1758_mag_y	1758_mag_z	1759_acc_x	1759_acc_y	1759_acc_z	1759_gyro_x	1759_gyro_y	1759_gyro_z	1759_mag_x	1759_mag_y	1759_mag_z
-2.234288	1.933659	9.697494	-2.058535	1.1337	-0.527674	0.044088	-0.288199	-1.097157	4.22156	2.348561	10.730968	24.009606	-70.89794	12.67349	0.158226	-0.050835	-1.409928	9.413731	0.755371	-1.076751	1.024377	0.247071	-2.837016	-0.532737	-0.324201	-0.259378
-1.668259	1.702031	9.366545	-3.035246	1.83734	-0.636099	0.335306	0.111794	-0.981687	3.757279	1.785928	10.494265	30.369519	-71.150995	12.121173	-0.154061	-0.509088	-0.802499	9.548135	0.816885	-0.175699	1.946735	-0.148211	-2.746784	-0.532804	-0.342046	-0.227485
-1.941211	1.762574	10.043456	-3.462317	2.111226	-0.569082	0.320799	0.12594	-0.984753	4.375454	2.065826	9.828124	34.688385	-69.160766	11.681998	-0.127814	-0.507866	-0.8174	9.706516	1.741988	-1.067046	2.871719	-0.424287	-2.351507	-0.504984	-0.360309	-0.179924
-1.896329	1.932204	9.419909	-3.489394	2.726758	-0.651004	0.334934	0.108266	-0.967611	4.621215	2.178672	10.56937	39.885794	-66.085477	11.192659	-0.166736	-0.447881	-0.806237	9.774431	0.756044	-0.710707	3.271452	-0.669136	-2.198974	-0.505267	-0.357004	-0.242035
-1.604075	1.358787	9.707329	-4.280277	3.582128	-0.512154	0.333791	0.13228	-0.960366	4.321084	2.291398	9.997024	51.859567	-61.974007	10.81156	-0.166296	-0.476378	-0.83293	10.129068	0.52293	-0.705093	4.321753	-0.5449	-2.019997	-0.519313	-0.374227	-0.225741
-1.720071	1.875603	9.650421	-4.185665	4.07565	-0.627077	0.320414	0.139711	-0.988169	2.570568	1.336017	8.770519	60.424166	-56.370779	10.195918	-0.15391	-0.478447	-0.804506	9.887791	0.870937	-0.947639	5.464091	-0.543634	-1.749078	-0.491568	-0.372993	-0.241128
-1.489898	1.818237	9.711486	-4.763659	4.655089	-0.462656	0.306665	0.143614	-1.001896	-1.083772	0.665702	7.334438	54.877596	-45.619724	11.038218	-0.168073	-0.543019	-0.757166	10.069667	1.162148	-0.643567	6.547211	-0.019418	-1.786065	-0.574945	-0.375044	-0.226022
-1.836765	1.817762	9.534246	-4.302473	4.903433	-0.490616	0.307036	0.147142	-1.015972	-2.731241	-0.682346	8.204475	46.600216	-30.43769	18.303989	-0.141745	-0.466267	-0.762736	9.539446	0.291976	-0.717086	7.475667	0.163663	-1.423551	-0.532874	-0.34122	-0.243013
-1.607416	1.358064	9.53677	-4.057412	4.998857	-0.673778	0.34864	0.156261	-1.006359	-5.106252	-0.509504	7.475377	39.343505	-14.405063	33.286635	-0.155242	-0.513375	-0.7451	9.774566	0.697968	-0.710954	8.067199	0.651735	-1.091834	-0.532874	-0.34122	-0.243013
-1.60523	1.415988	9.650717	-3.965632	4.686759	-0.219095	0.36279	0.121288	-0.971725	-3.919916	-0.737991	6.424422	33.989173	6.258371	56.302641	-0.167627	-0.511307	-0.773523	9.415507	0.465238	-1.01808	8.755081	1.691701	-0.854787	-0.547338	-0.390828	-0.225044
